目黒駅,南北線,改札・出口案内,-,同じホームで三田線に乗り換えることができます。,トイレは改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
目黒駅,南北線,東京メトロ公式サイト：目黒駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永田町駅,南北線,乗車（停車）位置案内,-,１号車,（出口９）,階段・エスカレーター,６号車,（出口３～６・乗り換え）,エスカレーター・エレベーター,,,,,,,,,,,,,,,,,,,,,,,,
永田町駅,南北線,乗り換え案内,-,メトロ 銀座線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永田町駅,南北線,改札・出口案内,-,銀座・丸ノ内線：赤坂見附駅,※半蔵門線ホームを通過した先,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,
永田町駅,南北線,東京メトロ公式サイト：永田町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西ケ原駅,南北線,乗車（停車）位置案内,-,２号車,　エレベーター,３号車,　階段,５号車,　エスカレーター,６号車奥,　階段,,,,,,,,,,,,,,,,,,,,,,
西ケ原駅,南北線,改札・出口案内,-,改札は、１箇所（出口１・２）,トイレは、改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西ケ原駅,南北線,東京メトロ公式サイト：西ケ原駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王子駅,南北線,乗車（停車）位置案内,-,１号車,（出口４・５）,エレベーター,２号車,（出口１～３）,階段・エスカレーター,５号車,（出口１～３）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,
王子駅,南北線,乗り換え案内,-,JR 京浜東北線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王子駅,南北線,改札・出口案内,-,ＪＲ線乗り換え：出口３,トイレは、改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王子駅,南北線,東京メトロ公式サイト：王子駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
王子神谷駅,南北線,乗車（停車）位置案内,-,３号車,　エレベーター・階段,５号車,　エスカレーター,６号車,　階段,,,,,,,,,,,,,,,,,,,,,,,,
王子神谷駅,南北線,改札・出口案内,-,改札は、１箇所（出口１～３）,水上バスのりば：出口３,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,
王子神谷駅,南北線,東京メトロ公式サイト：王子神谷駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
六本木一丁目駅,南北線,乗車（停車）位置案内,-,２号車,　階段・エスカレーター,３号車,　階段・エスカレーター,５号車,　エレベーター,６号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,
六本木一丁目駅,南北線,改札・出口案内,-,出口１・２：テレビ東京,出口３：テレビ朝日,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,
六本木一丁目駅,南北線,東京メトロ公式サイト：六本木一丁目駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
志茂駅,南北線,乗車（停車）位置案内,-,３号車,　階段,４号車,　エスカレーター,５号車,　エレベーター,６号車,　階段,,,,,,,,,,,,,,,,,,,,,,
志茂駅,南北線,改札・出口案内,-,改札は、１箇所（出口１・２）,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
志茂駅,南北線,東京メトロ公式サイト：志茂駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白金高輪駅,南北線,乗車（停車）位置案内,-,２号車,　階段・エスカレーター,４号車,　エレベーター,６号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,,,
白金高輪駅,南北線,乗り換え案内,-,都営三田線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白金高輪駅,南北線,改札・出口案内,-,改札は１か所（出口１～４）,トイレは改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白金高輪駅,南北線,東京メトロ公式サイト：白金高輪駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白金台駅,南北線,乗車（停車）位置案内,-,１号車,（出口２）,階段・エスカレーター・エレベーター,６号車,（出口１）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,,,
白金台駅,南北線,乗り換え案内,-,都営三田線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
白金台駅,南北線,改札・出口案内,-,日吉坂方面改札（出口２）,白金台交差点方面改札（出口１）,同ホーム上で三田線乗り換えできます。,両改札内にトイレ有ります。,,,,,,,,,,,,,,,,,,,,,,,,,,
白金台駅,南北線,東京メトロ公式サイト：白金台駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溜池山王駅,南北線,乗車（停車）位置案内,-,１号車奥,　階段・エスカレーター,（出口５・６）,（,Ｍ,Ｃ,・メトロ乗り換え）,１号車,　階段・エスカレーター,（出口７・８）,（,Ｍ,Ｃ,・メトロ乗り換え）,２号車,　階段・エスカレーター・ＥＶ,５号車,　階段・エスカレーター,（出口７・８）,６号車,　階段・エスカレーター,（,Ｇ,・メトロ乗り換え）,,,,,,
溜池山王駅,南北線,乗り換え案内,-,メトロ 銀座線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
溜池山王駅,南北線,改札・出口案内,-,丸ノ内線・千代田線（国会議事堂前駅）,丸ノ内線は千代田線経由で乗り換え,トイレは改札内にあります。,（１号車上がった先・エレベーター上がった先）,,,,,,,,,,,,,,,,,,,,,,,,,,
溜池山王駅,南北線,東京メトロ公式サイト：溜池山王駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東大前駅,南北線,乗車（停車）位置案内,-,２/３号車,　階段・エスカレーター,６号車,　階段・エスカレーター,６号車奥,　エレベーター,,,,,,,,,,,,,,,,,,,,,,,,
東大前駅,南北線,改札・出口案内,-,改札は、１箇所です（出口１・２）,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東大前駅,南北線,東京メトロ公式サイト：東大前駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四ツ谷駅,南北線,乗車（停車）位置案内,-,２号車,　階段,３号車,　階段・エスカレーター,（出口２・３）,６号車,　階段・エスカレーター・ＥＶ,（出口２・３）,（丸ノ内線乗り換え）,,,,,,,,,,,,,,,,,,,,,
四ツ谷駅,南北線,乗り換え案内,-,メトロ 丸ノ内線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四ツ谷駅,南北線,改札・出口案内,-,ＪＲ線は、丸の内線方面より,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四ツ谷駅,南北線,東京メトロ公式サイト：四ツ谷駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
原木中山駅,東西線,乗車（停車）位置案内,-,６号車,　階段,８号車,　階段・エレベーター,,,,,,,,,,,,,,,,,,,,,,,,,,
原木中山駅,東西線,改札・出口案内,-,出口は、北口・東口・南口・西口があります。,トイレは改札内に有ります。,・西船橋行きホームのEV先の改札内にはトイレはありません。,,,,,,,,,,,,,,,,,,,,,,,,,,,
原木中山駅,東西線,東京メトロ公式サイト：原木中山駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行徳駅,東西線,乗車（停車）位置案内,西船橋行き,４号車,　階段,６号車,　エスカレーター,７号車,　エレベーター,,,,,,,,,,,,,,,,,,,,,,,,
行徳駅,東西線,乗車（停車）位置案内,中野行き,４号車,　階段,６号車,　階段・エスカレーター,７号車,　エレベーター,,,,,,,,,,,,,,,,,,,,,,,,
行徳駅,東西線,改札・出口案内,-,改札・出口は１か所です。,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
行徳駅,東西線,東京メトロ公式サイト：行徳駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飯田橋駅,東西線,乗車（停車）位置案内,西船橋行き,１号車,（連絡通路）,階段,２号車,（出口Ａ５）,改札,７号車,　階段,８号車,　エレベーター,１０号車,　階段・エスカレーター,（出口Ａ１～４）,,,,,,,,,,,,,,,,,
飯田橋駅,東西線,乗車（停車）位置案内,中野行き,１号車,（連絡通路）,階段,７号車,　階段,８号車,　エレベーター,１０号車,　階段・エスカレーター,（出口Ａ１～４）,,,,,,,,,,,,,,,,,,,,
飯田橋駅,東西線,乗り換え案内,-,メトロ 有楽町線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飯田橋駅,東西線,改札・出口案内,-,Ａ５出口：目白通り,ＪＲ乗り換え：Ａ３出口,メトロ・都営線乗り換え：Ａ１出口方面へ,※メトロは改札内で乗り換えできません,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,
飯田橋駅,東西線,東京メトロ公式サイト：飯田橋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神楽坂駅,東西線,乗車（停車）位置案内,西船橋行き（地下３階）,１号車,（出口１）,階段・エスカレーター,１０号車,（出口２）,階段,,,,,,,,,,,,,,,,,,,,,,,,
神楽坂駅,東西線,乗車（停車）位置案内,中野行き（地下２階）,１号車,（出口１）,階段,１０号車,（出口２）,改札,,,,,,,,,,,,,,,,,,,,,,,,
神楽坂駅,東西線,改札・出口案内,-,トイレ改札内（１号車側）,トイレ改札外（出口２付近）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神楽坂駅,東西線,東京メトロ公式サイト：神楽坂駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葛西駅,東西線,乗車（停車）位置案内,西船橋行き,６号車,　階段,７号車,　エレベーター,８号車,　階段,（西出口・中央出口）,,,,,,,,,,,,,,,,,,,,,,,
葛西駅,東西線,乗車（停車）位置案内,中野行き,１号車,（博物館口）,６号車,　階段,７号車,　エレベーター,８号車,　階段,（西出口・中央出口）,,,,,,,,,,,,,,,,,,,,,
葛西駅,東西線,改札・出口案内,-,博物館口：地下鉄博物館へ,トイレは改札内（中央出口方面）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
葛西駅,東西線,東京メトロ公式サイト：葛西駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茅場町駅,東西線,乗車（停車）位置案内,-,１号車,（出口３・４）,階段・エスカレーター,２号車,（出口５～８）,階段・エスカレーター,４号車,（出口５～８）,階段,９号車,（出口９～１２）,エスカレーター,１０号車,（出口９～１２）,階段・エレベーター,,,,,,,,,,,,,,,
茅場町駅,東西線,乗り換え案内,-,メトロ 日比谷線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
茅場町駅,東西線,改札・出口案内,-,トイレは、改札外です。,・２号車上がった先,・１０号車上がった先,【乗り換え】,日比谷線（中目黒行き）１号車,日比谷線（北千住行き）２・４号車,,,,,,,,,,,,,,,,,,,,,,,,
茅場町駅,東西線,東京メトロ公式サイト：茅場町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
木場駅,東西線,乗車（停車）位置案内,-,１号車,（出口１・２）,階段・エスカレーター,１０号車,（出口３・４）,階段・エスカレーター・EV,,,,,,,,,,,,,,,,,,,,,,,,
木場駅,東西線,改札・出口案内,-,トイレ設置箇所,・１号車側（改札外）,・１０号車側（改札内）,※エレベーターで上がった場合は、トイレ設置箇所に降りられません。,,,,,,,,,,,,,,,,,,,,,,,,,,
木場駅,東西線,東京メトロ公式サイト：木場駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九段下駅,東西線,乗車（停車）位置案内,西船橋行き,２・３号車間,（出口５・６）,改札,※メトロ・都営線乗り換え,８・９号車間,（連絡通路）,階段,,,,,,,,,,,,,,,,,,,,,,,
九段下駅,東西線,乗車（停車）位置案内,中野行き,２・３号車間,（出口１～４）,改札,※メトロ・都営線乗り換え,８・９号車間,（連絡通路）,階段,９号車,（出口７）,改札,,,,,,,,,,,,,,,,,,,,
九段下駅,東西線,乗り換え案内,-,メトロ 半蔵門線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九段下駅,東西線,改札・出口案内,-,両ホーム ２・３号車設置改札より乗り換え,トイレ、両改札外にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九段下駅,東西線,東京メトロ公式サイト：九段下駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南行徳駅,東西線,乗車（停車）位置案内,-,５号車,　階段,６号車,　エレベーター,７号車,　階段,,,,,,,,,,,,,,,,,,,,,,,,
南行徳駅,東西線,改札・出口案内,-,改札は１か所です（北口・南口あり）,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南行徳駅,東西線,東京メトロ公式サイト：南行徳駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南砂町駅,東西線,乗車（停車）位置案内,-,１号車,（出口２・３）,階段・エスカレーター・EV,１０号車,（出口１）,階段,,,,,,,,,,,,,,,,,,,,,,,,
南砂町駅,東西線,改札・出口案内,-,トイレ両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
南砂町駅,東西線,東京メトロ公式サイト：南砂町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
門前仲町駅,東西線,乗車（停車）位置案内,西船橋行き,１号車,（出口１・２）,階段・エレベーター,８号車,（大江戸線乗り換え）,１０号車,（出口３～５）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,
門前仲町駅,東西線,乗車（停車）位置案内,中野行き,１号車,（出口１・２）,階段・エレベーター,９号車,（大江戸線乗り換え）,１０号車,（出口３～５）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,
門前仲町駅,東西線,乗り換え案内,-,都営大江戸線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
門前仲町駅,東西線,改札・出口案内,-,トイレ両改札内にあります。,（西船橋方面行きホーム EVで上がった先にはトイレはありません）,深川不動尊・富岡八幡宮（出口１・２より）,,,,,,,,,,,,,,,,,,,,,,,,,,,
門前仲町駅,東西線,東京メトロ公式サイト：門前仲町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙典駅,東西線,乗車（停車）位置案内,-,２号車,　階段,３号車,　エレベーター,５号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,,,
妙典駅,東西線,改札・出口案内,-,北口・東口・南口があります。,トイレは改札内に有ります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
妙典駅,東西線,東京メトロ公式サイト：妙典駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中野駅,東西線,乗車（停車）位置案内,-,１号車,　階段,３号車,　エスカレーター,５号車,　階段,※５番線のみ　３号車 階段有り,到着ホームにより乗り換え位置が若干変わります。,,,,,,,,,,,,,,,,,,,,,,
中野駅,東西線,乗り換え案内,-,JR 中央本線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
中野駅,東西線,改札・出口案内,-,１～３番線（ＪＲ総武線乗り換え）,６～８番線（ＪＲ中央線乗り換え）,北口：中野サンプラザ,南口：中野郵便局　など,トイレ：南口（改札内）,,,,,,,,,,,,,,,,,,,,,,,,,
中野駅,東西線,東京メトロ公式サイト：中野駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本橋駅,東西線,乗車（停車）位置案内,-,１号車,（C１～５出口）,階段・エレベーター,２・３・６・８号車,（Ｂ１～１２出口）,階段・エスカレーター,１０号車,（Ａ１・３～７出口）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,
日本橋駅,東西線,乗り換え案内,-,メトロ 銀座線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日本橋駅,東西線,改札・出口案内,-,トイレ改札内,・１号車　階段上がった先,・２号車　上がった先,・１０号車　上がった先,【乗り換え】,都営浅草線：１号車側より,メトロ　銀座線：２・３・８号車側より,メトロ　銀座線（渋谷方面）：６号車側より,,,,,,,,,,,,,,,,,,,,,,
日本橋駅,東西線,東京メトロ公式サイト：日本橋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西船橋駅,東西線,乗車（停車）位置案内,-,１号車,（ＪＲ線乗り換え）,階段,３号車,　エレベーター,４号車,　階段,６号車,　階段・エスカレーター,（北口・南口）,１０号車,（ＪＲ線乗り換え：朝夕のみ）,階段,,,,,,,,,,,,,,,,,
西船橋駅,東西線,乗り換え案内,-,JR 総武線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西船橋駅,東西線,改札・出口案内,-,トイレは改札内にあります。,北口・南口あります。,ＪＲ乗り換え 使用時間帯（１０号車側）,・６：００～１０：００,・１６：００～２３：００,,,,,,,,,,,,,,,,,,,,,,,,,
西船橋駅,東西線,東京メトロ公式サイト：西船橋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西葛西駅,東西線,乗車（停車）位置案内,-,４号車,　階段・エスカレーター,５号車,　エレベーター,６号車,　階段,,,,,,,,,,,,,,,,,,,,,,,,
西葛西駅,東西線,改札・出口案内,-,改札は１つです（北口・南口あり）,トイレは改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
西葛西駅,東西線,東京メトロ公式サイト：西葛西駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
落合駅,東西線,乗車（停車）位置案内,-,１号車,（出口３・４）,階段,１０号車,（出口１・２）,階段・エレベーター,,,,,,,,,,,,,,,,,,,,,,,,
落合駅,東西線,改札・出口案内,-,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
落合駅,東西線,東京メトロ公式サイト：落合駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大手町駅,東西線,乗車（停車）位置案内,-,１号車,（Ｂ３～１０出口）,階段・エスカレーター,・ＪＲ線/新幹線乗り換え,４号車,（Ｂ２出口）,エレベーター,・丸ノ内/半蔵門線乗り換え,６号車,（Ｂ２出口）,階段・エスカレーター,・丸ノ内/半蔵門線乗り換え,８号車,（Ｂ０・１出口）,階段・エスカレーター,・丸ノ内/半蔵門線乗り換え,１０号車,（Ｂ０・１出口）,階段・エスカレーター,・千代田線乗り換え,,,,,,,,,,
大手町駅,東西線,乗り換え案内,-,メトロ 丸ノ内線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
大手町駅,東西線,改札・出口案内,-,ＪＲ線/新幹線乗り換え：出口Ｂ４・５,トイレ改札内,・４号車・６号車から上がってすぐ,・８号車上がった先,,,,,,,,,,,,,,,,,,,,,,,,,,
大手町駅,東西線,東京メトロ公式サイト：大手町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高田馬場駅,東西線,乗車（停車）位置案内,西船橋行き,１号車,（出口６・７）,階段,５号車,　階段,７号車,　エレベーター・階段,９号車,　階段・エスカレーター,（出口１～５）,,,,,,,,,,,,,,,,,,,,
高田馬場駅,東西線,乗車（停車）位置案内,中野行き,１号車,（出口６・７）,階段,９号車,（出口１～５）,階段,１０号車,（出口１～５）,エレベーター,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,
高田馬場駅,東西線,乗り換え案内,-,JR 山手線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
高田馬場駅,東西線,改札・出口案内,-,ＪＲ乗り換え：出口２・３,トイレ改札内（１号車側改札）,トイレ改札外（出口２付近）,,,,,,,,,,,,,,,,,,,,,,,,,,,
高田馬場駅,東西線,東京メトロ公式サイト：高田馬場駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹橋駅,東西線,乗車（停車）位置案内,西船橋行き,１号車,（出口２～４）,階段,１０号車,（出口１）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,,,
竹橋駅,東西線,乗車（停車）位置案内,中野行き,１号車,（出口２～４）,階段,１０号車,（出口１）,階段,,,,,,,,,,,,,,,,,,,,,,,,
竹橋駅,東西線,改札・出口案内,-,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
竹橋駅,東西線,東京メトロ公式サイト：竹橋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東陽町駅,東西線,乗車（停車）位置案内,西船橋行き,２号車,（出口３・４）,階段・エスカレーター,４号車,（出口５）,改札,９号車,（出口１・２）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,
東陽町駅,東西線,乗車（停車）位置案内,中野行き,２号車,（出口３・４）,階段・エスカレーター,６号車,（出口１・２）,エスカレーター,９号車,（出口１・２）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,
東陽町駅,東西線,改札・出口案内,-,トイレは改札 内・外にあり（９号車上がった先）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東陽町駅,東西線,東京メトロ公式サイト：東陽町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦安駅,東西線,乗車（停車）位置案内,西船橋行き,３号車,　階段,４号車,　階段,５号車,　エレベーター,６号車,　階段,,,,,,,,,,,,,,,,,,,,,,
浦安駅,東西線,乗車（停車）位置案内,中野行き,３号車,　階段,４号車,　階段,６号車,　エレベーター・階段,,,,,,,,,,,,,,,,,,,,,,,,
浦安駅,東西線,改札・出口案内,-,出口は、北口・南口・東口・西口あります。,トイレは、改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
浦安駅,東西線,東京メトロ公式サイト：浦安駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
早稲田駅,東西線,乗車（停車）位置案内,-,１号車,（出口１）,階段,１０号車,（出口２・３）,改札,,,,,,,,,,,,,,,,,,,,,,,,
早稲田駅,東西線,改札・出口案内,-,トイレ改札内（出口１側）,トイレ改札外（出口３側）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
早稲田駅,東西線,東京メトロ公式サイト：早稲田駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地下鉄赤塚駅,有楽町線,乗車（停車）位置案内,-,１号車,（出口１・２）,階段,５号車,（出口３・４）,階段・エスカレーター,６号車,（出口３・４）,エレベーター,７号車,（出口３・４）,階段・エスカレーター,※副都心線も同じのりばに到着します。,,,,,,,,,,,,,,,,,
地下鉄赤塚駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地下鉄赤塚駅,有楽町線,改札・出口案内,-,トイレは、両改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地下鉄赤塚駅,有楽町線,東京メトロ公式サイト：地下鉄赤塚駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地下鉄成増駅,有楽町線,乗車（停車）位置案内,-,１号車,（出口１～３）,階段・エスカレーター,４号車,（出口４・５）,階段・エスカレーター,６号車,（出口４・５）,エレベーター,７号車,（出口４・５）,階段,※副都心線も同じのりばに到着します。,,,,,,,,,,,,,,,,,
地下鉄成増駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地下鉄成増駅,有楽町線,改札・出口案内,-,トイレは改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
地下鉄成増駅,有楽町線,東京メトロ公式サイト：地下鉄成増駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江戸川橋駅,有楽町線,乗車（停車）位置案内,-,３号車,　階段,４号車,　エレベーター,５号車,　階段,,,,,,,,,,,,,,,,,,,,,,,,
江戸川橋駅,有楽町線,改札・出口案内,-,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
江戸川橋駅,有楽町線,東京メトロ公式サイト：江戸川橋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銀座一丁目駅,有楽町線,乗車（停車）位置案内,和光市行き,１号車,（出口１～４）,階段・エスカレーター,７号車,（出口５～１１）,階段・エスカレーター,８号車,（出口５～１１）,エレベーター,,,,,,,,,,,,,,,,,,,,,
銀座一丁目駅,有楽町線,乗車（停車）位置案内,新木場行き,１号車,（出口１～４）,階段,８号車,（出口５～１１）,階段・エレベーター,１０号車,（出口５～１１）,階段,,,,,,,,,,,,,,,,,,,,,
銀座一丁目駅,有楽町線,乗車（停車）位置案内,反対車線乗り換え,３号車・５号車・９号車,階段,,,,,,,,,,,,,,,,,,,,,,,,,,,,
銀座一丁目駅,有楽町線,改札・出口案内,-,銀座インズ：出口１,ＪＲ 有楽町駅：出口２,トイレは、新木場方面行きホーム１０号車上がった先,,,,,,,,,,,,,,,,,,,,,,,,,,,
銀座一丁目駅,有楽町線,東京メトロ公式サイト：銀座一丁目駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
護国寺駅,有楽町線,乗車（停車）位置案内,和光市行き,１号車,　階段,２号車,　エスカレーター,（出口１～４）,６号車,　階段・エスカレーター,８号車,　エレベーター,９号車,　階段,（出口５・６）,,,,,,,,,,,,,,,,,,
護国寺駅,有楽町線,乗車（停車）位置案内,新木場行き,１号車奥,　階段,１号車,　エスカレーター,（出口１～４）,５号車,　階段・エスカレーター,７号車,　エレベーター,８号車,　階段,（出口５・６）,,,,,,,,,,,,,,,,,,
護国寺駅,有楽町線,改札・出口案内,-,トイレは両改札内にあります。,（１号車側は、改札外にもあります）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
護国寺駅,有楽町線,東京メトロ公式サイト：護国寺駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平和台駅,有楽町線,乗車（停車）位置案内,-,２号車,　階段・エスカレーター,４号車,　エレベーター,６号車,　階段・エスカレーター,※副都心線も同じのりばに到着します。,,,,,,,,,,,,,,,,,,,,,,,
平和台駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
平和台駅,有楽町線,改札・出口案内,-,改札は１か所です。,出口１・２有り,トイレは、改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
平和台駅,有楽町線,東京メトロ公式サイト：平和台駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東池袋駅,有楽町線,乗車（停車）位置案内,-,２号車,（出口１・２・６・７）,階段,４号車,（出口１・２・６・７）,階段・エスカレーター,７号車,（出口３～５）,階段・エスカレーター,８号車,（出口３～５）,エレベーター,９号車,（出口３～５）,階段・エスカレーター,,,,,,,,,,,,,,,
東池袋駅,有楽町線,改札・出口案内,-,出口２：東急ハンズ・パスポートセンター,トイレは、改札内です。,（７～９号車より上がった先）,,,,,,,,,,,,,,,,,,,,,,,,,,,
東池袋駅,有楽町線,東京メトロ公式サイト：東池袋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氷川台駅,有楽町線,乗車（停車）位置案内,和光市行き,４号車,　階段・エスカレーター,６号車,　階段・エスカレーター,７号車,　エレベーター,,,,,,,,,,,,,,,,,,,,,,,,
氷川台駅,有楽町線,乗車（停車）位置案内,新木場行き,４号車,　階段・エスカレーター,５号車,　エレベーター,６号車,　階段・エスカレーター,※副都心線も同じのりばに到着します。,（８両編成時は、乗車位置が異なります）,,,,,,,,,,,,,,,,,,,,,,
氷川台駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
