氷川台駅,有楽町線,改札・出口案内,-,トイレは、改札内に設置していますが,和光市行きホームのエレベーターを上った先の改札には、トイレはありません。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
氷川台駅,有楽町線,東京メトロ公式サイト：氷川台駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
市ケ谷駅,有楽町線,乗車（停車）位置案内,-,１号車,　階段・エスカレーター・ＥＶ,（出口５・６／南北線乗り換え）,６号車,　階段・エスカレーター,（出口１～４・７／南北線乗り換え）,８号車,　階段・エスカレーター,（出口１～４／ＪＲ線・新宿線乗り換え）,,,,,,,,,,,,,,,,,,,,,
市ケ谷駅,有楽町線,乗り換え案内,-,メトロ 南北線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
市ケ谷駅,有楽町線,改札・出口案内,-,ＪＲ線乗り換え：出口４,トイレは、改札内にあります。,（１号車・８号車側上がった先）,,,,,,,,,,,,,,,,,,,,,,,,,,,
市ケ谷駅,有楽町線,東京メトロ公式サイト：市ケ谷駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飯田橋駅,有楽町線,乗車（停車）位置案内,-,２号車,　エレベーター,３号車,　階段・エスカレーター,４/５号車,　階段・エスカレーター,（出口Ｂ１・Ｂ５）,（東西・南北・大江戸・ＪＲ線乗り換え）,６号車,　階段・エスカレーター,９号車,　階段・エスカレーター,（出口２～４）,（南北線・ＪＲ線乗り換え）,,,,,,,,,,,,,,,,
飯田橋駅,有楽町線,乗り換え案内,-,メトロ 東西線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
飯田橋駅,有楽町線,改札・出口案内,-,ＪＲ線乗り換え：Ｂ２ａ,トイレは改札内にあります。,（エレベーター横の階段を下った先）,,,,,,,,,,,,,,,,,,,,,,,,,,,
飯田橋駅,有楽町線,東京メトロ公式サイト：飯田橋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
池袋駅,有楽町線,乗車（停車）位置案内,-,２号車,　階段,３号車,　エレベーター,５号車,　階段・エスカレーター,（出口３～６）,（ＪＲ・丸ノ内・副都心・東武線乗り換え）,７号車,　階段・エスカレーター,１０号車,　階段・エスカレーター,（出口３８～４１）,（ＪＲ・丸ノ内・西武線乗り換え）,,,,,,,,,,,,,,,,
池袋駅,有楽町線,乗り換え案内,-,メトロ 丸ノ内線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
池袋駅,有楽町線,改札・出口案内,-,トイレは、改札外です。,（出口３付近が一番近いです）,１ａ：マルイシティ池袋,６：東武百貨店池袋店,２２：池袋パルコ,３０：ＬＡＢＩ１,３３・３４：豊島区役所,３５：東急ハンズ,３６～３８：池袋西武,,,,,,,,,,,,,,,,,,,,,
池袋駅,有楽町線,東京メトロ公式サイト：池袋駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
要町駅,有楽町線,乗車（停車）位置案内,-,３号車,（出口１～４）,階段・エスカレーター,４号車,（出口１～４）,エレベーター,６号車,（出口１～４）,階段・エスカレーター,１０号車,（出口５・６）,階段・エスカレーター,,,,,,,,,,,,,,,,,,
要町駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
要町駅,有楽町線,改札・出口案内,-,副都心線乗り換えは、地下へ,３号車（階段）４号車（EV）７号車（階段）より下ってください。,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,
要町駅,有楽町線,東京メトロ公式サイト：要町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
麹町駅,有楽町線,乗車（停車）位置案内,和光市行き,１号車,　階段,２号車,　エスカレーター,（出口５・６）,９号車,　階段・エスカレーター,１０号車,　エレベーター,（出口１～４）,,,,,,,,,,,,,,,,,,,,
麹町駅,有楽町線,乗車（停車）位置案内,新木場行き,１号車,　階段,（出口５・６）,９号車,　階段・エスカレーター,１０号車,　エレベーター,（出口１～４）,,,,,,,,,,,,,,,,,,,,,,
麹町駅,有楽町線,改札・出口案内,-,日本テレビ：出口６,トイレ改札内：１号車側上がった先,トイレ改札外：１０号車側上がった先,,,,,,,,,,,,,,,,,,,,,,,,,,,
麹町駅,有楽町線,東京メトロ公式サイト：麹町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小竹向原駅,有楽町線,乗車（停車）位置案内,-,◆１／２番線（新木場行き）◇３／４番線（和光市行き）,１号車,（出口１・２）,階段・エスカレーター,８号車,（出口３・４）,階段・エスカレーター,９号車,（出口３・４）,エレベーター,※副都心線も同じのりばに到着します。,,,,,,,,,,,,,,,,,,,
小竹向原駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小竹向原駅,有楽町線,改札・出口案内,-,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
小竹向原駅,有楽町線,東京メトロ公式サイト：小竹向原駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永田町駅,有楽町線,乗車（停車）位置案内,-,１号車,　階段・エスカレーター,２号車,　エレベーター,（出口３～５）, （,Ｇ,Ｍ,Ｚ,Ｎ,・メトロ乗り換え）,１０号車,　階段・エスカレーター,（出口１・２）,,,,,,,,,,,,,,,,
永田町駅,有楽町線,乗り換え案内,-,メトロ 銀座線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
永田町駅,有楽町線,改札・出口案内,-,国会議事堂：出口１,日枝神社・赤坂サカス：出口１０,トイレ改札内：１号車側,トイレ改札外：１０号車側,銀座・丸ノ内線：赤坂見附駅,※半蔵門線ホームを通過した先,,,,,,,,,,,,,,,,,,,,,,,,
永田町駅,有楽町線,東京メトロ公式サイト：永田町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桜田門駅,有楽町線,乗車（停車）位置案内,-,１号車,　階段,２号車,　エスカレーター,（出口１・２）,９号車,　階段・エスカレーター,１０号車,　エレベーター,（出口３～５）,,,,,,,,,,,,,,,,,,,,
桜田門駅,有楽町線,改札・出口案内,-,皇居・桜田門：出口３,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
桜田門駅,有楽町線,東京メトロ公式サイト：桜田門駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千川駅,有楽町線,乗車（停車）位置案内,-,３号車,　階段・エスカレーター,４号車,　エレベーター,６号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,,,
千川駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千川駅,有楽町線,改札・出口案内,-,副都心線乗り換えは、地下へ,１（階段）４（EV）８（階段）より下ってください。,トイレは、改札内です。,,,,,,,,,,,,,,,,,,,,,,,,,,,
千川駅,有楽町線,東京メトロ公式サイト：千川駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新木場駅,有楽町線,乗車（停車）位置案内,-,３号車,　階段,４号車,　エレベーター,５号車,　階段・エスカレーター,７号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,
新木場駅,有楽町線,乗り換え案内,-,JR 京葉線・武蔵野線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新木場駅,有楽町線,改札・出口案内,-,ＪＲ線・りんかい線は、改札出た先,（改札は１か所です）,トイレは改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,
新木場駅,有楽町線,東京メトロ公式サイト：新木場駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新富町駅,有楽町線,乗車（停車）位置案内,-,４号車,　階段・エスカレーター,５号車,　エレベーター,７号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,,,
新富町駅,有楽町線,改札・出口案内,-,改札は２か所あります。,（出口１～３／４～７）,トイレは改札外（出口４～７方面改札）,,,,,,,,,,,,,,,,,,,,,,,,,,,
新富町駅,有楽町線,東京メトロ公式サイト：新富町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辰巳,有楽町線,乗車（停車）位置案内,-,２号車,　階段・エスカレーター,４号車,　エレベーター,５号車,　階段,７号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,
辰巳,有楽町線,改札・出口案内,-,トイレは、改札内にあります。,（エレベーター上がった先）,,,,,,,,,,,,,,,,,,,,,,,,,,,,
辰巳,有楽町線,東京メトロ公式サイト：辰巳駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
豊洲駅,有楽町線,乗車（停車）位置案内,-,３号車,（出口１・２）,階段,４/５号車,（出口１・２）,エスカレーター,６号車,（出口３～７）,階段,７号車,（出口１～７）,エスカレーター,８号車,（出口３～７）,エレベーター,９号車,（出口３～７）,階段,,,,,,,,,,,,
豊洲駅,有楽町線,改札・出口案内,-,ゆりかもめ乗り換え：出口７,トイレ改札内,（５号車・７号車 エスカレーター上がった先）,,,,,,,,,,,,,,,,,,,,,,,,,,,
豊洲駅,有楽町線,東京メトロ公式サイト：豊洲駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月島駅,有楽町線,乗車（停車）位置案内,-,３号車,　エレベーター,４号車,　階段・エスカレーター,６号車,　階段・エスカレーター,９号車,　階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,,
月島駅,有楽町線,乗り換え案内,-,都営大江戸線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
月島駅,有楽町線,改札・出口案内,-,改札２か所（エレベーター専用改札あり）,エスカレーター・階段上がった先の改札より,直進：都営線乗り換え／出口８～１０,右折：出口４～７,左折：出口１～３,トイレは改札外。,,,,,,,,,,,,,,,,,,,,,,,,
月島駅,有楽町線,東京メトロ公式サイト：月島駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
和光市駅,有楽町線,乗車（停車）位置案内,-,４号車,　階段,５号車,　エレベーター,６号車,　階段,,,,,,,,,,,,,,,,,,,,,,,,
和光市駅,有楽町線,乗り換え案内,-,メトロ 副都心線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
和光市駅,有楽町線,改札・出口案内,-,トイレは改札内です。,出口：北口／南口,,,,,,,,,,,,,,,,,,,,,,,,,,,,
和光市駅,有楽町線,東京メトロ公式サイト：和光市駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有楽町駅,有楽町線,乗車（停車）位置案内,-,１号車,　階段・エスカレーター,（出口Ｂ１～７）,（,Ｈ,Ｃ,Ｉ,・乗り換え）,４号車　,エレベーター,（出口Ｄ１～３）,（,Ｉ,・ＪＲ線乗り換え）,８号車,　エスカレーター,（出口Ｄ４・５）（ＪＲ線乗り換え）,１０号車,　階段・エスカレーター,（出口Ｄ６～９）（ＪＲ線乗り換え）,,,,,,,,,,
有楽町駅,有楽町線,乗り換え案内,-,メトロ 日比谷線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
有楽町駅,有楽町線,改札・出口案内,-,帝国劇場：Ｄ１,東京国際フォーラム：Ｄ５,ＪＲ線乗り換え：Ｄ６・７,有楽町マリオン：Ｄ７,東京交通会館：Ｄ７,ＪＲ線乗り換え：Ｂ１,帝国劇場：B３・４,トイレは、１号車階段途中に設置,,,,,,,,,,,,,,,,,,,,,,
有楽町駅,有楽町線,東京メトロ公式サイト：有楽町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青山一丁目駅,半蔵門線,乗車（停車）位置案内,-,２号車,　階段・エスカレーター,６号車,　階段・エスカレーター,７号車,　エレベーター,９号車,　階段・エスカレーター,（出口０～５）,（銀座線乗り換え）,,,,,,,,,,,,,,,,,,,,
青山一丁目駅,半蔵門線,乗り換え案内,-,メトロ 銀座線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
青山一丁目駅,半蔵門線,改札・出口案内,-,トイレは、改札内にあります。,赤坂一丁目交差点：出口３,ＮＨＫ文化センター：出口４,,,,,,,,,,,,,,,,,,,,,,,,,,,
青山一丁目駅,半蔵門線,東京メトロ公式サイト：青山一丁目駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
半蔵門駅,半蔵門線,乗車（停車）位置案内,-,１号車,（出口４・５）,階段・エスカレーター,４号車,（出口３）,エレベーター,９号車,　エスカレーター,１０号車,　階段・エスカレーター,（出口１・２・６）,,,,,,,,,,,,,,,,,,,
半蔵門駅,半蔵門線,改札・出口案内,-,国立劇場：出口６,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
半蔵門駅,半蔵門線,東京メトロ公式サイト：半蔵門駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神保町駅,半蔵門線,乗車（停車）位置案内,-,１号車,　階段・エスカレーター,３号車,　階段・エスカレーター,（Ａ３～７出口）,（都営三田線乗り換え）,５号車,　エレベーター,７号車,　階段・エスカレーター,（Ａ１・２出口）,（都営新宿線乗り換え）,,,,,,,,,,,,,,,,,,
神保町駅,半蔵門線,乗り換え案内,-,都営三田線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神保町駅,半蔵門線,改札・出口案内,-,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神保町駅,半蔵門線,東京メトロ公式サイト：神保町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
錦糸町駅,半蔵門線,乗車（停車）位置案内,-,３号車,　階段・エスカレーター,４号車,　エレベーター,５号車,　階段・エスカレーター,９号車,　階段・エスカレーター,（出口１～５）,,,,,,,,,,,,,,,,,,,,,
錦糸町駅,半蔵門線,乗り換え案内,-,JR 総武線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
錦糸町駅,半蔵門線,改札・出口案内,-,ＪＲ線乗り換え：出口１,トイレは、改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
錦糸町駅,半蔵門線,東京メトロ公式サイト：錦糸町駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清澄白河駅,半蔵門線,乗車（停車）位置案内,-,１号車,（出口２）,階段・エスカレーター,８号車,（出口Ａ３・Ｂ１）,エレベーター・エスカレーター,９号車,（出口Ａ３・Ｂ１）,階段,,,,,,,,,,,,,,,,,,,,,
清澄白河駅,半蔵門線,乗り換え案内,-,都営大江戸線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清澄白河駅,半蔵門線,改札・出口案内,-,大江戸線乗り換え：８・９号車より,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清澄白河駅,半蔵門線,東京メトロ公式サイト：清澄白河駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九段下駅,半蔵門線,乗車（停車）位置案内,押上行き,２号車,（出口５・６）,エレベーター,４号車,（出口５・６）,階段・エスカレーター,９号車,（出口１～４）,階段・エスカレーター,,,,,,,,,,,,,,,,,,,,,
九段下駅,半蔵門線,乗車（停車）位置案内,渋谷行き,１号車,　エレベーター,２号車,　階段・エスカレーター,（出口５・６）,６号車,　階段・エスカレーター,９号車,　階段,（出口１～４）,,,,,,,,,,,,,,,,,,,,
九段下駅,半蔵門線,乗り換え案内,-,メトロ 東西線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九段下駅,半蔵門線,改札・出口案内,-,靖国神社：出口１,日本武道館：出口２,トイレは、改札外に有ります。,,,,,,,,,,,,,,,,,,,,,,,,,,,
九段下駅,半蔵門線,東京メトロ公式サイト：九段下駅,-,www.tokyometro.jp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三越前駅,半蔵門線,乗車（停車）位置案内,-,１号車,　階段・エスカレーター・ＥＶ,（出口Ａ１～１０・Ｂ４～６）,（銀座線乗り換え）,１０号車,　階段・エスカレーター,（出口Ｂ１～３）,,,,,,,,,,,,,,,,,,,,,,,
三越前駅,半蔵門線,乗り換え案内,-,メトロ 銀座線,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三越前駅,半蔵門線,改札・出口案内,-,三越新館：出口Ａ２・Ｂ４,三越本店：出口Ａ３・Ａ５,コレド室町３：出口Ａ４,トイレは、両改札内にあります。,,,,,,,,,,,,,,,,,,,,,,,,,,
